# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc3598   159   0.313848   0.324    0.151   0.035   0.014   -0.018   3.064    0.223    9.3832    6.561    19.168    0.2289   0.0014396226   1      0.953   0.962    66.8        159   3       0.51     19.151       19.594       0.4260006   
  smc3613   485   0.342719   0.336    0.168   0.03    0.015   0.007    -2.695   0.464    9.8575    6.7261   18.96     0.5147   0.0010612371   1      0.983   0.985    145.1       485   5       0.57     18.947       19.39        0.4300003   
  smc3617   443   0.316794   0.378    0.172   0.059   0.017   0.016    2.886    -1.217   9.1364    5.0166   19.291    0.7472   0.0016866818   1      0.987   0.987    113.4       443   4       0.67     19.269       19.671       0.37999916  
  smc3635   486   0.337182   0.309    0.16    0.022   0.014   -0.006   3.049    -0.132   9.3438    6.1677   18.971    0.5087   0.0010467079   1      0.987   0.986    135.4       486   4       0.606    18.959       19.428       0.45699883  
  smc3651   191   0.320138   0.172    0.058   0.037   0.017   -0.118   1.504    -2.28    8.0223    4.3569   20.026    0.7535   0.003945026    1      0.969   0.972    17.9        191   3       1.044    20.002       22.068       2.0420017   
  smc3659   467   0.385439   0.27     0.131   0.024   0.008   0.003    -2.852   -0.241   9.7088    6.0332   18.944    0.4855   0.0010396146   1      0.986   0.987    117.4       467   3       0.557    18.936       19.429       0.4850006   
  smc3661   481   0.368475   0.283    0.13    0.004   0.011   -0.002   -2.6     0.958    9.9696    7.2467   19.216    0.9362   0.0019463617   1      0.983   0.986    81.7        481   5       0.689    19.205       19.709       0.49300003  
  smc3674   303   0.435274   0.271    0.119   0.028   0.013   0.0      -2.33    1.73     10.2361   8.013    19.161    0.5415   0.0017871286   1      0.981   0.983    67.1        303   3       0.531    19.153       19.67        0.5090008   
  smc3678   371   0.357708   0.251    0.114   0.019   0.012   0.015    2.808    -0.683   9.0615    5.5559   19.16     0.858    0.0023126684   1      0.983   0.986    53.3        371   4       0.62     19.146       19.568       0.40800095  
  smc3682   483   0.357854   0.297    0.143   0.016   0.009   -0.034   -2.694   0.358    9.9409    6.7439   19.442    1.0219   0.002115735    1      0.987   0.976    80.5        483   5       0.657    19.419       19.872       0.4300003   
  smc3688   474   0.306834   0.235    0.112   0.004   0.009   -0.043   -1.144   -0.533   5.2241    5.8774   19.54     1.1245   0.002372363    1      0.989   0.987    57.7        474   5       0.673    19.524       19.959       0.41899872  
  smc3689   477   0.376543   0.276    0.14    0.018   0.014   0.042    -2.584   0.238    9.8988    6.3955   19.099    0.6128   0.001284696    1      0.982   0.986    106.6       477   3       0.541    19.087       19.583       0.48399925  
  smc3694   486   0.360532   0.321    0.155   0.019   0.014   0.005    -2.633   -0.155   9.9223    6.1121   19.082    0.635    0.0013065843   1      0.977   0.985    123.3       486   5       0.579    19.067       19.504       0.42199898  
  smc3726   482   0.295503   0.332    0.164   0.031   0.008   0.032    -2.824   0.053    9.6795    6.2411   19.453    1.006    0.002087137    1      0.989   0.99     90.8        482   3       0.732    19.44        19.78        0.32700157  
  smc3727   475   0.35694    0.268    0.132   0.013   0.009   -0.003   -2.57    1.196    10.0034   7.489    16.438    0.0419   8.821053E-5    1      0.986   0.986    443.3       475   5       0.318    16.433       16.882       0.44400024  
  smc3729   397   0.342363   0.388    0.177   0.031   0.012   0.035    -2.816   3.068    9.68      9.2448   19.392    0.8367   0.0021075567   1      0.986   0.975    95.0        397   3       0.653    19.377       19.749       0.35700035  
  smc3748   478   0.30879    0.375    0.174   0.053   0.017   -0.025   3.001    -1.078   9.334     5.2798   19.126    0.7048   0.001474477    1      0.988   0.99     128.8       478   5       0.7      19.11        19.477       0.35099983  
  smc3754   482   0.351579   0.321    0.147   0.03    0.008   -0.004   3.082    -0.109   9.3723    6.1848   19.305    0.7969   0.0016533195   1      0.98    0.986    104.2       482   4       0.645    19.288       19.745       0.44000053  
  smc3756   480   0.375939   0.264    0.135   0.017   0.018   0.0      -2.423   0.756    10.1428   7.0381   19.152    0.6088   0.0012683333   1      0.989   0.985    99.6        480   3       0.525    19.139       19.609       0.45699883  
  smc3758   477   0.362339   0.26     0.131   0.013   0.009   0.034    -3.067   0.801    9.4308    6.9805   19.138    0.5821   0.0012203354   1      0.99    0.982    100.6       477   3       0.493    19.126       19.622       0.48399925  
  smc3769   168   0.302006   0.349    0.163   0.047   0.013   0.007    -3.015   -0.68    9.5373    5.582    19.065    0.2773   0.0016505952   1      0.959   0.972    66.6        168   3       0.623    19.044       19.366       0.3009987   
  smc3772   409   0.364993   0.268    0.124   0.012   0.024   -0.019   -2.696   1.344    9.9079    7.6832   19.316    0.8578   0.0020973105   1      0.982   0.983    65.9        409   3       0.723    19.304       19.758       0.44199944  
  smc3776   474   0.376861   0.282    0.14    0.019   0.006   -0.004   -2.554   0.557    10.0208   6.8536   19.075    0.5052   0.0010658229   1      0.98    0.985    121.4       474   3       0.519    19.064       19.499       0.4239998   
  smc3791   480   0.341034   0.303    0.145   0.019   0.008   0.022    -2.782   -0.467   9.7403    5.749    19.286    0.7966   0.0016595833   1      0.986   0.985    95.9        480   4       0.618    19.271       19.731       0.4450016   
  smc3799   208   0.331087   0.256    0.126   0.014   0.01    -0.022   -3.009   0.878    9.6012    7.2269   17.012    0.0497   2.389423E-4    1      0.964   0.972    169.0       208   5       0.369    17.007       17.423       0.4110012   
  smc3805   468   0.391166   0.373    0.174   0.043   0.022   0.02     3.071    -0.363   9.3142    5.8607   19.115    0.6172   0.0013188034   1      0.982   0.986    140.0       468   3       0.64     19.098       19.575       0.460001    
  smc3813   479   0.359933   0.314    0.147   0.036   0.008   -0.011   -2.595   0.656    9.9934    6.9723   19.391    0.8737   0.0018240084   1      0.986   0.988    92.2        479   3       0.668    19.374       19.799       0.40799904  
  smc3814   473   0.361231   0.288    0.138   0.025   0.013   0.034    -2.552   0.69     9.946     6.8706   19.232    0.8788   0.0018579281   1      0.986   0.988    86.5        473   3       0.603    19.218       19.652       0.42000008  
  smc3819   210   0.317787   0.304    0.149   0.024   0.009   -0.015   3.1      -0.398   9.413     5.9291   13.868    0.0421   2.0047619E-4   1      0.967   0.974    221.9       210   5       0.373    13.868       14.125       0.25699997  
  smc3836   485   0.339524   0.34     0.171   0.034   0.012   0.012    -3.115   0.131    9.4268    6.3774   19.308    0.7934   0.0016358763   1      0.986   0.986    111.2       485   3       0.674    19.294       19.722       0.41399956  
  smc3837   518   0.359135   0.375    0.179   0.04    0.009   -0.021   3.025    0.077    9.3493    6.4227   19.612    1.3807   0.002665444    1      0.985   0.985    87.7        518   3       0.759    19.594       19.943       0.33100128  
  smc3840   210   0.397231   0.268    0.121   0.017   0.018   0.012    -1.959   1.703    10.5832   7.95     18.945    0.2986   0.0014219047   1      0.977   0.966    65.9        210   3       0.525    18.931       19.401       0.45599937  
  smc3849   208   0.350998   0.353    0.143   0.044   0.014   -0.038   2.942    0.459    9.301     6.8562   19.396    0.3939   0.00189375     1      0.962   0.971    69.7        208   3       0.664    19.375       19.874       0.47800064  
  smc3852   186   0.342243   0.35     0.159   0.045   0.016   -0.005   -2.687   0.863    9.8902    7.1617   19.195    0.419    0.0022526882   1      0.975   0.976    58.1        186   3       0.659    19.172       19.657       0.4619999   
  smc3856   479   0.36277    0.301    0.141   0.015   0.007   0.019    -2.408   -0.657   10.1197   5.568    19.201    0.8106   0.0016922755   1      0.988   0.987    98.7        479   3       0.557    19.19        19.69        0.48900032  
  smc3864   210   0.299676   0.288    0.141   0.024   0.014   -0.002   3.09     0.247    9.3778    6.5378   15.603    0.017    8.0952384E-5   1      0.976   0.966    338.6       210   5       0.332    15.596       15.918       0.31500053  
  smc3872   482   0.348004   0.392    0.186   0.047   0.021   -0.006   -3.047   -0.882   9.5307    5.4175   18.957    0.5274   0.0010941909   1      0.987   0.978    162.8       482   5       0.599    18.939       19.361       0.40399933  
  smc3891   477   0.367667   0.261    0.129   0.024   0.006   -0.001   -2.874   0.318    9.6942    6.6032   19.094    0.7291   0.0015285115   1      0.984   0.987    88.8        477   3       0.639    19.078       19.575       0.4810009   
  smc3892   321   0.362098   0.308    0.144   0.023   0.003   0.014    -2.438   2.564    10.1007   8.8051   19.379    0.6733   0.002097508    1      0.981   0.981    69.2        321   3       0.665    19.362       19.86        0.4810009   
  smc3901   481   0.354888   0.309    0.158   0.02    0.013   -0.013   -2.737   -0.593   9.8554    5.7296   19.131    0.6402   0.0013309772   1      0.988   0.989    115.9       481   3       0.612    19.113       19.562       0.43099976  
  smc3906   487   0.376596   0.302    0.147   0.02    0.01    0.028    -3.135   -0.022   9.3754    6.1769   18.874    0.4536   9.314168E-4    1      0.983   0.988    142.8       487   3       0.476    18.861       19.321       0.4469986   
  smc3913   529   0.303597   0.256    0.132   0.02    0.016   0.023    -3.119   0.817    9.4008    7.0304   19.708    1.6442   0.0031081284   1      0.989   0.989    54.7        529   3       0.726    19.687       20.158       0.45000076  
  smc3915   484   0.339322   0.337    0.161   0.028   0.007   0.001    3.02     0.063    9.3008    6.3431   19.441    0.9581   0.0019795455   1      0.987   0.985    94.6        484   4       0.697    19.425       19.836       0.39500046  
  smc3930   493   0.30824    0.321    0.165   0.021   0.013   -0.019   3.122    0.274    9.4434    6.6139   19.298    0.8712   0.00176714     1      0.989   0.987    99.8        493   3       0.648    19.283       19.654       0.355999    
  smc3949   467   0.269718   0.316    0.15    0.028   0.005   0.015    2.871    -0.915   9.1235    5.3223   19.541    1.0479   0.0022438972   1      0.989   0.99     80.0        467   5       0.682    19.528       19.9         0.35899925  
  smc3953   483   0.407396   0.338    0.166   0.034   0.011   -0.005   -3.034   -0.156   9.5426    6.1434   18.934    0.4369   9.0455485E-4   1      0.988   0.987    159.8       483   4       0.555    18.924       19.378       0.44400024  
  smc3965   496   0.342183   0.358    0.172   0.035   0.015   0.015    -2.936   0.123    9.5998    6.3597   19.167    0.7301   0.0014719757   1      0.986   0.984    127.6       496   5       0.65     19.154       19.589       0.42200089  
  smc3974   431   0.318771   0.281    0.143   0.021   0.011   -0.003   -3.009   0.296    9.5635    6.5893   16.002    0.04     9.280742E-5    1      0.986   0.986    436.6       431   5       0.343    15.996       16.393       0.39099884  
  smc3980   494   0.379261   0.26     0.128   0.011   0.013   -0.052   -1.502   1.423    4.8855    7.862    19.258    1.121    0.0022692308   1      0.986   0.979    65.4        494   4       0.546    19.247       19.692       0.43400002  
  smc3995   470   0.321722   0.29     0.125   0.024   0.01    0.026    -2.502   2.707    10.0136   8.9136   19.357    0.7683   0.0016346809   1      0.981   0.987    94.1        470   3       0.61     19.351       19.8         0.4429989   
  smc3996   208   0.409972   0.26     0.122   0.009   0.01    -0.004   -3.075   1.317    9.5003    7.6131   13.646    0.1055   5.0721155E-4   1      0.972   0.976    113.8       208   3       0.319    13.64        14.034       0.3880005   
  smc3997   104   0.318487   0.317    0.159   0.029   0.009   -0.014   -3.059   -0.145   9.5357    6.1807   17.49     0.0671   6.4519234E-4   1      0.939   0.942    86.7        104   4       0.458    17.482       17.795       0.3050003   
  smc4000   483   0.367291   0.301    0.134   0.018   0.012   0.016    3.013    0.343    9.2643    6.578    19.137    0.6789   0.0014055901   1      0.988   0.986    110.0       483   3       0.618    19.124       19.634       0.49700165  
  smc4003   208   0.411262   0.252    0.112   0.032   0.015   0.029    -2.944   0.146    9.5649    6.3429   18.863    0.441    0.0021201924   1      0.97    0.974    45.1        208   3       0.565    18.848       19.423       0.55999947  
  smc4005   112   0.344168   0.295    0.142   0.018   0.02    0.005    -3.05    -0.178   9.5068    6.0912   17.951    0.0757   6.7589286E-4   1      0.938   0.959    83.8        112   3       0.38     17.94        ""           ""          
  smc4011   163   0.309525   0.381    0.164   0.033   0.008   0.033    2.846    -0.265   9.0619    5.9182   19.397    0.2987   0.0018325154   1      0.974   0.972    68.7        163   5       0.606    19.382       19.75        0.35300064  
  smc4017   496   0.306813   0.36     0.169   0.05    0.015   -0.004   3.067    -0.795   9.3582    5.4996   19.402    0.9498   0.0019149194   1      0.986   0.988    104.8       496   4       0.716    19.383       19.748       0.34599876  
  smc4038   477   0.360445   0.271    0.126   0.026   0.007   0.048    -2.7     0.157    9.7703    6.2967   19.183    0.6854   0.0014368973   1      0.985   0.988    95.0        477   3       0.616    19.175       19.652       0.46899986  
  smc4047   504   0.336989   0.173    0.08    0.017   0.008   0.031    2.225    -1.352   8.4461    4.8376   19.263    1.2873   0.0025541666   1      0.99    0.989    41.6        504   3       0.606    19.249       19.724       0.46100044  
  smc4103   487   0.261503   0.291    0.139   0.035   0.017   -0.009   3.087    -0.14    9.3881    6.17     19.64     1.3434   0.0027585216   1      0.988   0.988    65.3        487   3       0.919    19.626       20.071       0.43099976  
  smc4105   163   0.336919   0.357    0.166   0.037   0.006   -0.006   -3.091   -0.582   9.4868    5.7193   19.327    0.3356   0.0020588955   1      0.963   0.973    58.2        163   3       0.719    19.303       19.698       0.3710003   
  smc4110   496   0.306586   0.391    0.172   0.051   0.016   0.018    3.064    -0.46    9.3104    5.7682   19.276    0.7737   0.001559879    1      0.989   0.983    134.0       496   4       0.656    19.261       19.623       0.34700012  
  smc4117   163   0.336585   0.445    0.189   0.055   0.018   -0.04    2.564    -2.432   8.9283    3.9725   19.025    0.4048   0.0024834357   1      0.947   0.953    59.9        163   3       0.704    19.005       19.402       0.3770008   
  smc4122   122   0.352506   0.331    0.157   0.043   0.01    0.003    -3.112   -0.4     9.4491    5.8758   18.776    0.1284   0.001052459    1      0.959   0.958    74.3        122   5       0.549    18.759       19.186       0.41000175  
  smc4141   164   0.35424    0.387    0.17    0.029   0.008   0.005    -2.876   -1.341   9.6792    4.9257   19.159    0.243    0.0014817073   1      0.97    0.948    80.4        164   3       0.653    19.142       19.654       0.49499893  
  smc4151   120   0.285125   0.288    0.118   0.039   0.021   0.041    2.606    0.611    8.807     6.7712   19.236    0.2284   0.0019033334   1      0.94    0.952    44.6        120   3       0.559    19.219       19.582       0.34600067  
  smc4160   494   0.37926    0.287    0.132   0.024   0.016   0.014    3.141    0.893    9.3967    7.1349   19.152    0.7152   0.0014477733   1      0.986   0.983    103.9       494   3       0.547    19.137       19.586       0.43400002  
  smc4161   494   0.307857   0.353    0.165   0.053   0.013   0.026    2.737    -0.755   8.9689    5.4507   19.075    0.6806   0.0013777327   1      0.983   0.978    132.4       494   4       0.621    19.06        19.402       0.32699966  
  smc4175   498   0.295952   0.366    0.156   0.044   0.014   -0.024   2.827    -1.232   9.1585    5.1233   19.348    1.0485   0.0021054216   1      0.979   0.987    98.7        498   3       0.986    19.326       19.657       0.30900002  
  smc4187   497   0.466745   0.28     0.128   0.002   0.009   -0.009   -0.202   2.246    6.0979    8.555    18.537    0.4619   9.293762E-4    1      0.987   0.986    132.2       497   4       0.47     18.53        18.978       0.44099998  
  smc4188   347   0.349685   0.294    0.124   0.017   0.008   0.013    -2.687   -0.676   9.8536    5.5684   19.206    0.8831   0.0025449567   1      0.985   0.976    60.8        347   3       0.656    19.188       19.832       0.62600136  
  smc4193   498   0.370859   0.287    0.148   0.019   0.013   -0.003   2.973    0.394    9.2621    6.6862   19.156    0.7606   0.0015273092   1      0.985   0.984    99.2        498   3       0.632    19.146       19.593       0.43700027  
  smc4205   481   0.301474   0.354    0.156   0.041   0.003   -0.002   -3.125   1.121    9.4451    7.41     19.377    0.8836   0.0018370062   1      0.988   0.989    106.6       481   3       0.626    19.36        19.752       0.375       
  smc4206   204   0.290515   0.384    0.162   0.043   0.015   -0.005   -2.905   -0.428   9.6717    5.8706   18.893    0.2974   0.0014578431   1      0.975   0.976    90.5        204   3       0.65     18.869       19.277       0.38400078  
  smc4210   485   0.372274   0.348    0.174   0.034   0.009   0.022    -2.979   -0.368   9.5425    5.8488   19.043    0.5754   0.0011863917   1      0.985   0.988    131.7       485   4       0.621    19.024       19.456       0.4130001   
  smc4213   204   0.319068   0.188    0.093   0.008   0.002   0.002    3.037    -0.69    9.3158    5.5862   16.146    0.0149   7.303921E-5    1      0.967   0.96     224.2       204   4       0.226    16.144       16.488       0.34200096  
  smc4223   506   0.30449    0.246    0.115   0.01    0.003   -0.03    2.444    2.305    8.7871    8.6784   18.875    0.5604   0.00110751     1      0.987   0.987    104.2       506   4       0.522    18.865       19.272       0.39699936  
  smc4228   502   0.320683   0.265    0.118   0.012   0.027   0.025    2.547    0.85     8.7801    7.0574   19.378    0.9128   0.0018183268   1      0.98    0.986    82.3        502   3       0.54     19.364       19.76        0.38199997  
  smc4230   163   0.37932    0.332    0.155   0.024   0.019   0.024    -3.068   1.018    9.4513    7.2302   19.011    0.2632   0.001614724    1      0.96    0.956    64.1        163   3       0.612    18.997       19.543       0.5319996   
  smc4233   485   0.345853   0.291    0.15    0.02    0.023   -0.013   -2.968   -0.183   9.624     6.1387   19.26     0.82     0.0016907216   1      0.984   0.985    91.2        485   3       0.646    19.245       19.668       0.40799904  
  smc4282   478   0.395937   0.286    0.142   0.01    0.01    0.005    2.694    0.445    8.9662    6.7125   18.695    0.602    0.0012594142   1      0.987   0.98     107.4       478   4       0.517    18.686       18.978       0.28300095  
  smc4290   493   0.379678   0.271    0.128   0.026   0.011   0.015    -2.661   0.947    9.8742    7.1843   19.01     0.7763   0.001574645    1      0.985   0.989    92.3        493   3       0.593    18.997       19.5         0.48999977  
  smc4300   387   0.382525   0.292    0.127   0.019   0.02    0.026    2.913    0.022    9.1444    6.2269   19.063    0.55     0.0014211887   1      0.984   0.981    93.8        387   4       0.53     19.053       19.565       0.5020008   
  smc4327   180   0.296676   0.156    0.07    0.007   0.004   -0.004   -3.013   -2.75    9.5615    9.8282   16.016    0.0353   1.9611113E-4   1      0.963   0.962    108.8       180   4       0.237    16.017       16.315       0.2989998   
  smc4345   458   0.34269    0.346    0.168   0.032   0.013   0.02     -3.109   -0.375   9.4168    5.8481   19.167    0.6895   0.0015054585   1      0.987   0.984    114.8       458   3       0.667    19.155       19.553       0.38599968  
  smc4346   486   0.380169   0.318    0.148   0.029   0.003   -0.031   -2.575   0.249    10.054    6.626    19.207    0.8658   0.0017814816   1      0.985   0.982    95.0        486   4       0.679    19.193       19.683       0.47599983  
  smc4362   485   0.264105   0.324    0.146   0.029   0.009   -0.009   2.773    1.779    9.0747    8.0906   19.588    1.346    0.0027752577   1      0.988   0.985    72.3        485   4       0.788    19.564       19.926       0.33800125  
  smc4373   526   0.301447   0.197    0.088   0.006   0.005   0.034    2.24     3.14     8.4551    9.3205   19.365    1.0366   0.0019707223   1      0.989   0.987    59.4        526   3       0.579    19.36        19.772       0.4069996   
  smc4378   485   0.340886   0.346    0.17    0.033   0.021   0.004    2.733    -0.779   9.0069    5.4907   19.232    1.2624   0.0026028866   1      0.987   0.987    82.5        485   3       0.758    19.205       19.585       0.35299873  
  smc4424   486   0.376931   0.28     0.125   0.026   0.008   0.009    -2.904   -2.092   9.6451    4.1646   19.684    1.3782   0.0028358025   1      0.987   0.986    61.7        486   3       0.772    19.662       20.394       0.7099991   
  smc4427   481   0.33758    0.242    0.123   0.013   0.008   0.003    -2.859   0.844    9.7007    7.1177   16.044    0.0291   6.0498962E-5   1      0.981   0.984    484.7       481   4       0.303    16.04        16.52        0.47599983  
  smc4428   477   0.349375   0.26     0.124   0.005   0.001   -0.002   2.836    2.47     9.1228    8.7598   19.417    1.3693   0.0028706498   1      0.985   0.987    57.5        477   3       0.676    19.396       19.911       0.49399948  
  smc4432   482   0.293808   0.262    0.129   0.024   0.015   -0.013   2.935    -0.005   9.2444    6.3175   19.375    1.3732   0.0028489628   1      0.985   0.988    57.4        482   3       0.723    19.361       19.738       0.36300087  
  smc4434   496   0.408484   0.234    0.095   0.009   0.007   0.002    -3.064   1.032    9.4983    7.3095   19.166    1.1109   0.0022397179   1      0.988   0.988    60.2        496   3       0.5      19.156       19.675       0.5089989   
  smc4440   190   0.372615   0.281    0.131   0.016   0.023   -0.052   3.033    0.697    9.42      7.1354   19.138    0.4213   0.0022173685   1      0.967   0.964    47.3        190   3       0.572    19.103       19.621       0.4829998   
  smc4443   477   0.318217   0.371    0.174   0.035   0.009   0.008    -3.084   -1.686   9.4658    4.573    19.356    1.1896   0.0024939203   1      0.983   0.988    88.0        477   3       0.785    19.334       19.792       0.43599892  
  smc4451   483   0.345871   0.25     0.128   0.014   0.011   -0.003   -2.885   0.597    9.6878    6.8889   16.772    0.0932   1.9296065E-4   1      0.986   0.989    279.2       483   4       0.342    16.767       17.226       0.45400047  
  smc4470   498   0.341349   0.344    0.169   0.031   0.01    0.002    -3.109   1.06     9.454     7.3379   19.263    0.8581   0.0017230924   1      0.988   0.985    110.1       498   3       0.7      19.243       19.65        0.38699913  
  smc4471   186   0.403273   0.312    0.145   0.044   0.003   0.018    -2.598   -2.923   9.9319    9.5894   19.005    0.3466   0.0018634408   1      0.961   0.967    59.4        186   4       0.625    18.986       19.512       0.50699997  
  smc4478   487   0.342809   0.315    0.135   0.035   0.015   0.028    -3.042   0.883    9.4682    7.082    19.229    1.087    0.0022320328   1      0.988   0.986    80.8        487   3       0.774    19.216       19.586       0.35700035  
  smc4481   495   0.346419   0.328    0.157   0.021   0.01    -0.018   -3.136   0.479    9.466     6.8164   19.209    0.7127   0.001439798    1      0.982   0.988    117.2       495   3       0.583    19.194       19.621       0.41200066  
  smc4513   493   0.345587   0.345    0.169   0.036   0.018   -0.01    -3.14    -0.211   9.4476    6.1038   19.087    0.6445   0.0013073023   1      0.986   0.989    132.0       493   3       0.624    19.075       19.5         0.4130001   
  smc4524   480   0.36356    0.276    0.128   0.028   0.005   0.058    3.107    -0.671   9.2735    5.4383   19.528    1.1402   0.0023754167   1      0.987   0.99     67.9        480   3       0.852    19.507       20.027       0.49900055  
  smc4543   499   0.354029   0.257    0.132   0.016   0.009   0.004    -2.915   0.638    9.6431    6.9078   16.118    0.0547   1.09619235E-4  1      0.988   0.985    388.3       499   5       0.329    16.112       16.568       0.45000076  
  smc4562   483   0.295055   0.248    0.111   0.013   0.005   0.019    -2.054   0.409    10.4739   6.6346   19.542    1.33     0.0027536233   1      0.99    0.989    55.6        483   4       0.801    19.528       19.946       0.40399933  
  smc4573   472   0.372564   0.263    0.129   0.014   0.008   -0.038   -3.071   1.242    9.5703    7.638    19.193    0.7046   0.0014927966   1      0.982   0.986    90.8        472   3       0.576    19.183       19.693       0.5         
  smc4579   185   0.372411   0.278    0.123   0.017   0.016   -0.013   -2.456   0.193    10.1371   6.5163   19.043    0.4117   0.0022254055   1      0.962   0.963    46.9        185   3       0.6      19.026       19.526       0.4829998   
  smc4582   472   0.289904   0.261    0.13    0.021   0.007   0.006    -2.929   1.281    9.6247    7.5455   19.086    0.6656   0.0014101695   1      0.985   0.986    93.5        472   3       0.543    19.074       19.494       0.40799904  
  smc4591   484   0.420226   0.238    0.113   0.005   0.009   0.002    -0.864   2.134    5.4162    8.4129   14.808    0.0267   5.516529E-5    1      0.989   0.986    503.9       484   5       0.278    14.805       15.217       0.4090004   
  smc4596   484   0.333274   0.265    0.134   0.015   0.01    0.002    -2.921   0.897    9.6405    7.1733   14.998    0.0164   3.38843E-5     1      0.985   0.977    729.7       484   5       0.305    14.993       15.377       0.3789997   
  smc4617   472   0.366512   0.293    0.15    0.024   0.01    0.007    3.041    -0.351   9.3105    5.9113   18.966    0.5853   0.0012400424   1      0.985   0.984    112.9       472   3       0.586    18.955       19.405       0.43900108  
  smc4647   439   0.33974    0.362    0.172   0.042   0.01    -0.014   -3.07    -0.005   9.5247    6.3209   19.177    0.6728   0.0015325741   1      0.986   0.986    118.7       439   4       0.628    19.16        19.562       0.38500023  
  smc4653   486   0.342517   0.274    0.139   0.014   0.01    -0.005   -2.781   1.064    9.7964    7.3627   15.046    0.0346   7.119342E-5    1      0.985   0.988    506.9       486   5       0.316    15.041       15.442       0.39600086  
  smc4671   483   0.328959   0.309    0.162   0.029   0.015   0.025    2.985    -0.162   9.2179    6.0466   18.966    0.6034   0.0012492754   1      0.988   0.989    121.8       483   4       0.6      18.959       19.383       0.41699982  
  smc4674   475   0.319329   0.255    0.125   0.012   0.01    0.005    -2.7     -0.007   9.8575    6.2629   19.364    0.8394   0.0017671579   1      0.98    0.986    78.0        475   3       0.588    19.351       19.79        0.4260006   
  smc4680   470   0.322082   0.265    0.126   0.009   0.014   0.005    -3.103   0.983    9.454     7.2521   19.127    0.6091   0.0012959574   1      0.986   0.989    98.4        470   5       0.511    19.115       19.557       0.4299984   
  smc4698   485   0.339746   0.339    0.16    0.037   0.011   0.01     -3.021   -0.161   9.5265    6.0936   19.068    0.7039   0.0014513402   1      0.987   0.989    119.0       485   4       0.577    19.052       19.526       0.45799828  
  smc4699   200   0.370996   0.296    0.145   0.03    0.022   0.026    2.748    -0.851   8.9782    5.3525   18.892    0.4042   0.002021       1      0.974   0.966    54.6        200   3       0.614    18.868       19.302       0.40999985  
  smc4703   203   0.384603   0.287    0.141   0.015   0.021   0.008    -2.797   0.43     9.7534    6.6898   19.091    0.3581   0.0017640394   1      0.972   0.975    59.9        203   3       0.556    19.073       19.532       0.44099998  
  smc4706   484   0.371143   0.303    0.152   0.03    0.015   -0.01    -2.97    0.648    9.6156    6.9597   19.326    0.8853   0.0018291322   1      0.986   0.989    91.5        484   3       0.727    19.313       19.833       0.50699997  
  smc4708   203   0.364279   0.259    0.133   0.019   0.012   -0.032   -2.952   0.103    9.6784    6.4821   18.94     0.2652   0.0013064039   1      0.974   0.977    64.7        203   3       0.502    18.928       19.39        0.44999886  
  smc4718   485   0.306698   0.328    0.159   0.04    0.018   0.014    2.975    -0.044   9.2297    6.1972   19.249    0.6622   0.0013653608   1      0.987   0.987    123.6       485   4       0.598    19.233       19.628       0.3789997   
  smc4722   470   0.243726   0.22     0.08    0.031   0.016   0.047    2.529    -1.893   8.7181    4.2498   19.517    0.9086   0.0019331914   1      0.989   0.987    64.5        470   4       0.478    19.509       20.094       0.57699966  
  smc4723   485   0.359506   0.246    0.124   0.011   0.013   0.013    -2.865   0.313    9.6756    6.5576   19.246    0.7424   0.0015307217   1      0.988   0.981    83.7        485   3       0.604    19.237       19.701       0.45499992  
  smc4724   464   0.33409    0.263    0.117   0.013   0.005   0.041    3.048    2.364    9.2487    8.5227   19.38     1.0555   0.0022747845   1      0.983   0.986    67.2        464   3       0.72     19.366       19.807       0.42700005  
  smc4728   489   0.360503   0.313    0.142   0.03    0.02    0.011    -2.669   0.748    9.8753    6.9981   19.118    1.0829   0.0022145195   1      0.981   0.988    71.0        489   3       0.889    19.088       19.474       0.3560009   
  smc4730   203   0.310825   0.348    0.153   0.037   0.025   0.068    3.13     -0.257   9.2771    5.8218   19.284    0.4391   0.0021630542   1      0.975   0.963    61.8        203   3       0.687    19.259       19.626       0.34199905  
  smc4733   224   0.310558   0.368    0.174   0.041   0.022   -0.001   2.903    -0.164   9.1877    6.1216   18.974    0.2842   0.00126875     1      0.973   0.975    99.4        224   3       0.58     18.949       19.282       0.30799866  
  smc4802   489   0.397706   0.335    0.168   0.035   0.016   0.028    -3.135   -0.341   9.3748    5.8575   19.093    0.6079   0.0012431493   1      0.985   0.986    131.3       489   3       0.656    19.079       19.518       0.42499924  
  smc4807   209   0.314751   0.311    0.156   0.034   0.012   -0.007   -2.97    -0.076   9.6107    6.2276   16.205    0.0295   1.4114832E-4   1      0.967   0.975    279.9       209   4       0.364    16.197       16.544       0.3390007   
  smc4818   326   0.395715   0.313    0.146   0.036   0.014   -0.013   -3.135   0.328    9.4568    6.6487   18.914    0.3526   0.0010815951   1      0.977   0.979    111.4       326   3       0.567    18.901       19.352       0.43799973  
  smc4842   187   0.368795   0.292    0.136   0.007   0.016   0.052    -2.436   0.893    10.0259   7.0192   19.215    0.4482   0.0023967915   1      0.977   0.98     46.9        187   3       0.601    19.204       19.645       0.4300003   
